-7.96749390192e-14 -6.87505609909e-05 1.32555050808e-05 -2.16518307116e-26 -7.4328683955e-26 5.8478523319e-26
-7.95824659128e-14 -1.51475682764e-05 -1.86487486431e-05 -6.54439011127e-26 -1.81824343959e-25 1.00448465495e-25
-7.82542052717e-14 4.4921636611e-06 -7.25698358957e-05 -7.04133355343e-26 8.6247499376e-27 2.18754874037e-25
-7.12972301428e-14 4.47585346249e-05 -5.86827541906e-05 8.08015979298e-27 -4.71860072075e-26 2.01248563437e-25
-6.99593766581e-14 -2.27556843608e-05 9.24768726893e-05 8.10294003526e-26 -1.7806583648e-25 1.68633608773e-26
-6.81376358919e-14 3.84896980099e-05 -1.35217609629e-05 1.6158682472e-25 -6.69629973316e-26 1.26644857334e-25
-6.79540101396e-14 1.21409432508e-05 6.528186975e-05 -1.90327567289e-27 -1.88784983931e-25 7.82685501917e-26
-6.66855150932e-14 6.36726040771e-05 3.20645869877e-05 1.08865300445e-25 1.8824893341e-26 1.56233824852e-25
-6.61654490663e-14 -6.09782535709e-05 1.60586293226e-05 -1.82991593991e-26 7.40386844227e-26 1.02608270644e-25
-6.60553284589e-14 3.82757869215e-05 -3.36268006308e-05 4.3317223341e-26 -3.00827807881e-26 1.89008989161e-25
-6.58541204301e-14 -3.91040262477e-05 -2.57580440797e-05 -4.00031525435e-26 5.78179580829e-26 2.10909554743e-25
-6.56191862595e-14 -2.31697301457e-05 -6.99033399019e-05 -1.1832483324e-25 8.89045582341e-26 1.8303981603e-25
-6.33103640055e-14 5.98000716283e-05 6.25464551069e-05 1.38985546084e-26 1.36662215509e-25 1.21661166743e-25
-6.27621082407e-14 8.3014197223e-05 -3.61441284356e-05 -1.37188073224e-25 1.19507799301e-25 9.56226730486e-26
-6.26241265595e-14 2.57977527291e-05 -8.10577924752e-05 9.66126894433e-26 1.31471062282e-25 6.11555085131e-26
-6.22559545569e-14 2.79419436221e-05 9.15286975421e-05 6.57889560527e-26 -1.71615534409e-25 7.70715331277e-26
-6.15106721963e-14 6.07658268878e-05 -3.3652249708e-05 -1.82323399559e-26 8.10404521418e-26 1.48047002546e-25
-6.11951911864e-14 -1.98405590912e-05 2.04303004062e-05 -2.06064849105e-26 -3.5481150055e-26 1.40523357798e-25
-6.11210649124e-14 -4.01942692307e-05 -3.54885895358e-05 1.41285452626e-25 -6.18631658581e-26 1.81952372864e-25
-6.07981361736e-14 4.45581852779e-05 8.10780267382e-06 -1.5258932938e-25 -1.53702602701e-25 6.24367597051e-26
-6.05746413488e-14 3.91009131266e-05 6.61349723205e-05 -1.84483410684e-25 9.65844564375e-26 8.38519744917e-26
-6.05688662943e-14 7.40364122444e-05 1.27622071419e-05 1.0872898642e-25 -1.04833921012e-25 1.81396575432e-25
-6.03750020464e-14 6.1106218425e-05 2.46760196335e-05 7.87575907937e-26 -1.1058530808e-25 1.15964742319e-25
-6.03105172748e-14 -2.3998615514e-05 8.16781744208e-05 3.273007922e-26 4.70501243317e-26 1.25739913787e-25
-5.99964005995e-14 -6.03007486575e-05 -7.43022192183e-05 8.3168557201e-26 3.11585937368e-26 1.83188526552e-25
-5.99371859446e-14 -4.447401672e-05 -2.02040066397e-06 9.40908281053e-26 1.26015253931e-25 5.28971967126e-26
-5.99304595102e-14 -5.59432021211e-05 -4.58462637121e-05 2.28012425879e-26 -5.56307623103e-27 1.50037198044e-25
